TemperaturaMaxC,TemperaturaPromC,TemperaturaMinC,HumedadMax,HumedadProm,HumedadMin,VientoMaxKMXH,VientoPromKMXH,PrecipitacionMM,Eventos
36.66666667,31.66666667,26.11111111,85,62,38,24.14016,11.265408,0,0
36.66666667,31.11111111,25,82,60,38,25.749504,11.265408,0,0
36.66666667,30.55555556,24.44444444,88,63,38,28.968192,11.265408,0,0
36.66666667,31.11111111,25.55555556,85,67,48,24.14016,12.874752,0,0
36.66666667,31.66666667,26.11111111,85,64,42,25.749504,12.874752,0,0
36.11111111,30,23.88888889,94,66,38,11.265408,4.828032,0,0
36.11111111,29.44444444,22.77777778,87,61,35,20.921472,4.828032,0,0
36.11111111,28.88888889,21.11111111,79,56,33,16.09344,6.437376,0,0
36.11111111,28.33333333,20.55555556,66,45,24,19.312128,6.437376,0,0
36.11111111,30.55555556,24.44444444,87,63,38,20.921472,6.437376,0,0
36.11111111,30.55555556,25,85,64,42,20.921472,6.437376,0,0
36.11111111,29.44444444,22.77777778,93,64,35,22.530816,6.437376,0,0
36.11111111,30,23.33333333,94,66,38,19.312128,8.04672,0,0
36.11111111,30.55555556,24.44444444,100,71,42,19.312128,8.04672,0,0
36.11111111,30,23.33333333,87,59,30,25.749504,8.04672,0,0
36.11111111,30,23.33333333,87,61,34,16.09344,9.656064,0,0
36.11111111,30.55555556,24.44444444,94,70,46,16.09344,9.656064,0,0
36.11111111,30,23.33333333,87,63,38,20.921472,9.656064,0,0
36.11111111,30.55555556,24.44444444,88,65,42,20.921472,9.656064,0,0
36.11111111,30,23.88888889,94,66,38,20.921472,9.656064,0,0
36.11111111,30,23.88888889,82,54,26,22.530816,9.656064,0,0
36.11111111,30.55555556,25,85,64,42,20.921472,11.265408,0,0
35.55555556,29.44444444,23.88888889,90,67,46,11.265408,1.609344,0,0
35.55555556,30,23.88888889,87,65,42,12.874752,3.218688,0,0
35.55555556,30,24.44444444,94,68,42,12.874752,3.218688,0,0
35.55555556,28.88888889,21.66666667,93,66,39,14.484096,3.218688,0,0
35.55555556,30,23.88888889,91,62,33,16.09344,3.218688,0,0
35.55555556,25.55555556,15.55555556,60,36,12,14.484096,4.828032,0,0
35.55555556,29.44444444,23.33333333,94,60,26,14.484096,4.828032,0,0
35.55555556,30,23.88888889,74,55,36,16.09344,4.828032,0,0
35.55555556,28.88888889,22.22222222,100,70,39,19.312128,4.828032,0,0
35.55555556,30,23.88888889,87,66,45,14.484096,6.437376,0,0
35.55555556,29.44444444,23.33333333,91,67,43,14.484096,6.437376,0,0
35.55555556,30,24.44444444,88,67,46,16.09344,6.437376,0,0
35.55555556,30,23.88888889,94,70,46,16.09344,6.437376,0,0
35.55555556,29.44444444,23.33333333,93,70,46,16.09344,8.04672,0,0
35.55555556,30,23.88888889,87,63,39,19.312128,8.04672,0,0
35.55555556,29.44444444,22.77777778,87,61,34,20.921472,8.04672,0,0
35.55555556,30,23.88888889,94,69,43,20.921472,8.04672,0,0
35.55555556,28.88888889,22.22222222,93,64,34,22.530816,8.04672,0,0
35.55555556,30.55555556,25,94,70,46,16.09344,9.656064,0,0
35.55555556,30,23.88888889,94,64,33,19.312128,9.656064,0,0
35.55555556,30,23.88888889,94,67,39,20.921472,9.656064,0,0
35.55555556,30,24.44444444,94,72,49,20.921472,9.656064,0,0
35.55555556,30.55555556,25.55555556,97,75,52,20.921472,9.656064,0,0
35.55555556,29.44444444,22.77777778,87,51,15,22.530816,9.656064,0,0
35.55555556,30,24.44444444,87,60,33,22.530816,9.656064,0,0
35.55555556,30,23.88888889,94,71,48,22.530816,9.656064,0,0
35.55555556,30,23.88888889,88,64,39,24.14016,9.656064,0,0
35.55555556,30.55555556,25.55555556,85,66,46,20.921472,11.265408,0,0
35.55555556,30,24.44444444,88,66,43,20.921472,11.265408,0,0
35.55555556,30.55555556,25.55555556,85,63,41,22.530816,12.874752,0,0
35.55555556,30.55555556,25,88,64,39,27.358848,12.874752,0,0
35,29.44444444,23.88888889,94,69,44,14.484096,3.218688,0,0
35,27.77777778,20.55555556,73,49,24,16.09344,3.218688,0,0
35,28.33333333,21.11111111,84,56,28,16.09344,3.218688,0,0
35,27.22222222,19.44444444,76,50,24,20.921472,3.218688,0,0
35,28.88888889,22.22222222,87,60,33,12.874752,4.828032,0,0
35,28.33333333,21.66666667,79,55,31,14.484096,4.828032,0,0
35,28.33333333,21.11111111,84,55,26,14.484096,4.828032,0,0
35,27.77777778,20.55555556,90,60,30,14.484096,4.828032,0,0
35,27.77777778,20,84,54,24,19.312128,4.828032,0,0
35,29.44444444,23.88888889,87,65,43,14.484096,6.437376,0,0
35,26.11111111,17.22222222,87,55,23,19.312128,6.437376,0,0
35,28.88888889,22.77777778,87,57,26,19.312128,6.437376,0,0
35,28.33333333,21.66666667,90,65,39,19.312128,6.437376,0,0
35,26.66666667,17.77777778,78,55,31,20.921472,6.437376,0,0
35,29.44444444,23.33333333,94,69,44,20.921472,6.437376,0,0
35,28.33333333,21.66666667,90,60,30,20.921472,8.04672,0,0
35,28.88888889,22.22222222,100,72,44,20.921472,8.04672,0,0
35,30,24.44444444,100,73,46,20.921472,8.04672,0,0
35,28.88888889,22.77777778,87,67,46,25.749504,8.04672,0,0
35,29.44444444,23.33333333,93,69,44,19.312128,9.656064,0,0
35,30,25,91,70,49,19.312128,9.656064,0,0
35,29.44444444,23.88888889,87,64,41,20.921472,9.656064,0,0
35,30,25,94,72,49,20.921472,9.656064,0,0
35,29.44444444,23.88888889,94,70,46,22.530816,9.656064,0,0
35,29.44444444,23.88888889,94,70,46,28.968192,11.265408,0,0
35,28.33333333,21.11111111,84,64,43,27.358848,14.484096,0,0
35,30,25,88,69,49,27.358848,14.484096,0,0
35,29.44444444,23.88888889,87,64,41,28.968192,14.484096,0,0
34.44444444,27.22222222,20,90,58,26,16.09344,3.218688,0,0
34.44444444,27.22222222,19.44444444,87,63,38,16.09344,3.218688,0,0
34.44444444,27.22222222,20,84,60,36,14.484096,4.828032,0,0
34.44444444,28.33333333,22.22222222,93,70,46,19.312128,4.828032,0,0
34.44444444,28.88888889,22.77777778,87,64,41,20.921472,4.828032,0,0
34.44444444,28.33333333,22.22222222,87,66,44,20.921472,4.828032,0,0
34.44444444,29.44444444,24.44444444,88,65,41,16.09344,6.437376,0,0
34.44444444,27.77777778,20.55555556,73,52,30,19.312128,6.437376,0,0
34.44444444,30,25,85,67,49,19.312128,6.437376,0,0
34.44444444,28.88888889,23.33333333,93,73,52,19.312128,6.437376,0,0
34.44444444,24.44444444,14.44444444,44,27,10,20.921472,6.437376,0,0
34.44444444,28.33333333,21.66666667,84,62,39,20.921472,6.437376,0,0
34.44444444,27.77777778,20.55555556,93,70,46,28.968192,6.437376,0,0
34.44444444,26.11111111,17.77777778,79,45,10,19.312128,8.04672,0,0
34.44444444,28.88888889,23.33333333,87,67,46,19.312128,8.04672,0,0
34.44444444,29.44444444,24.44444444,91,76,60,19.312128,8.04672,0,0
34.44444444,28.33333333,22.22222222,93,67,41,20.921472,8.04672,0,0
34.44444444,27.77777778,21.11111111,84,64,44,22.530816,8.04672,0,0
34.44444444,26.66666667,18.88888889,87,64,41,22.530816,8.04672,0,0
34.44444444,28.88888889,23.33333333,87,64,41,22.530816,8.04672,0,0
34.44444444,29.44444444,23.88888889,87,66,44,22.530816,8.04672,0,0
34.44444444,28.88888889,23.33333333,93,69,44,19.312128,9.656064,0,0
34.44444444,30,25.55555556,85,71,56,19.312128,9.656064,0,0
34.44444444,28.88888889,23.33333333,94,68,41,20.921472,9.656064,0,0
34.44444444,30,25,91,74,56,22.530816,9.656064,0,0
34.44444444,30,25,91,70,49,20.921472,11.265408,0,0
34.44444444,28.88888889,22.77777778,93,71,49,24.14016,11.265408,0,0
34.44444444,25.55555556,16.66666667,76,55,34,27.358848,11.265408,0,0
34.44444444,28.88888889,22.77777778,94,72,49,32.18688,16.09344,0,0
33.88888889,27.22222222,20.55555556,84,64,44,11.265408,3.218688,0,0
33.88888889,27.77777778,21.66666667,93,67,41,14.484096,4.828032,0,0
33.88888889,27.77777778,21.11111111,84,63,41,16.09344,4.828032,0,0
33.88888889,27.77777778,21.11111111,93,70,47,16.09344,4.828032,0,0
33.88888889,28.88888889,23.88888889,94,72,49,19.312128,4.828032,0,0
33.88888889,28.88888889,23.88888889,94,73,52,20.921472,4.828032,0,0
33.88888889,28.33333333,22.77777778,79,60,41,14.484096,6.437376,0,0
33.88888889,28.33333333,22.22222222,79,62,44,16.09344,6.437376,0,0
33.88888889,28.33333333,22.77777778,100,76,52,19.312128,6.437376,0,0
33.88888889,26.66666667,18.88888889,67,39,10,22.530816,6.437376,0,0
33.88888889,28.88888889,23.33333333,100,75,49,16.09344,8.04672,0,0
33.88888889,25.55555556,16.66666667,90,63,36,20.921472,8.04672,0,0
33.88888889,28.33333333,22.77777778,94,69,44,22.530816,8.04672,0,0
33.88888889,29.44444444,24.44444444,94,73,52,16.09344,9.656064,0,0
33.88888889,29.44444444,24.44444444,88,72,56,19.312128,9.656064,0,0
33.88888889,28.88888889,23.88888889,87,67,47,20.921472,9.656064,0,0
33.88888889,29.44444444,24.44444444,94,72,49,20.921472,9.656064,0,0
33.88888889,28.88888889,23.88888889,94,73,52,20.921472,9.656064,0,0
33.88888889,27.77777778,21.11111111,84,62,40,22.530816,9.656064,0,0
33.88888889,28.33333333,22.77777778,87,62,36,20.921472,11.265408,0,0
33.88888889,29.44444444,24.44444444,88,65,41,25.749504,12.874752,0,0
33.88888889,30,25.55555556,85,69,52,25.749504,14.484096,0,0
33.88888889,28.33333333,22.22222222,84,63,41,28.968192,16.09344,0,0
33.33333333,27.22222222,20.55555556,84,64,44,12.874752,3.218688,0,0
33.33333333,28.88888889,23.88888889,87,73,59,14.484096,4.828032,0,0
33.33333333,28.33333333,22.77777778,94,73,52,16.09344,4.828032,0,0
33.33333333,27.22222222,21.11111111,93,71,49,19.312128,4.828032,0,0
33.33333333,27.77777778,22.22222222,93,73,52,19.312128,4.828032,0,0
33.33333333,28.33333333,23.33333333,100,78,56,19.312128,4.828032,0,0
33.33333333,25.55555556,17.77777778,97,64,30,20.921472,4.828032,0,0
33.33333333,27.77777778,21.66666667,93,70,47,16.09344,6.437376,0,0
33.33333333,28.33333333,22.77777778,94,73,52,19.312128,6.437376,0,0
33.33333333,28.88888889,24.44444444,88,68,47,16.09344,8.04672,0,0
33.33333333,28.88888889,23.88888889,94,71,47,19.312128,8.04672,0,0
33.33333333,28.33333333,23.33333333,93,70,47,19.312128,8.04672,0,0
33.33333333,28.88888889,23.88888889,94,72,49,20.921472,8.04672,0,0
33.33333333,22.77777778,12.22222222,73,48,23,22.530816,8.04672,0,0
33.33333333,27.22222222,21.11111111,97,67,36,22.530816,8.04672,0,0
33.33333333,28.88888889,24.44444444,94,71,47,25.749504,8.04672,0,0
33.33333333,27.77777778,21.66666667,93,73,52,32.18688,8.04672,0,0
33.33333333,26.66666667,19.44444444,100,59,18,19.312128,9.656064,0,0
33.33333333,28.88888889,23.88888889,87,70,52,20.921472,9.656064,0,0
33.33333333,28.88888889,23.88888889,94,72,49,24.14016,9.656064,0,0
33.33333333,28.88888889,23.88888889,87,66,44,22.530816,11.265408,0,0
33.33333333,28.33333333,22.77777778,87,70,52,22.530816,11.265408,0,0
33.33333333,28.33333333,23.33333333,93,71,49,22.530816,11.265408,0,0
33.33333333,28.88888889,24.44444444,94,73,52,22.530816,11.265408,0,0
33.33333333,26.66666667,19.44444444,93,67,41,24.14016,11.265408,0,0
33.33333333,25,16.66666667,84,57,30,25.749504,11.265408,0,0
33.33333333,28.88888889,23.88888889,94,72,49,19.312128,12.874752,0,0
33.33333333,24.44444444,15.55555556,90,61,32,25.749504,12.874752,0,0
33.33333333,28.88888889,23.88888889,88,69,49,19.312128,14.484096,0,0
32.77777778,26.66666667,20,90,64,38,16.09344,4.828032,0,0
32.77777778,24.44444444,16.11111111,84,66,47,16.09344,4.828032,0,0
32.77777778,26.66666667,20.55555556,97,77,56,16.09344,4.828032,0,0
32.77777778,25,16.66666667,72,54,36,19.312128,4.828032,0,0
32.77777778,27.22222222,21.11111111,90,69,47,14.484096,6.437376,0,0
32.77777778,22.77777778,12.22222222,77,52,27,19.312128,6.437376,0,0
32.77777778,27.22222222,21.66666667,93,70,47,19.312128,6.437376,0,0
32.77777778,27.22222222,21.11111111,97,71,44,19.312128,6.437376,0,0
32.77777778,25,17.22222222,73,49,24,20.921472,6.437376,0,0
32.77777778,27.77777778,22.77777778,74,59,44,19.312128,8.04672,0,0
32.77777778,27.22222222,21.11111111,90,69,47,19.312128,8.04672,0,0
32.77777778,26.66666667,20.55555556,87,55,23,20.921472,8.04672,0,0
32.77777778,28.33333333,23.88888889,88,69,50,20.921472,8.04672,0,0
32.77777778,28.88888889,24.44444444,88,69,49,19.312128,9.656064,0,0
32.77777778,21.66666667,10.55555556,77,50,23,22.530816,9.656064,0,0
32.77777778,24.44444444,15.55555556,97,71,44,25.749504,9.656064,0,0
32.77777778,27.22222222,21.11111111,100,78,56,25.749504,9.656064,0,0
32.77777778,28.33333333,23.33333333,87,70,52,19.312128,11.265408,0,0
32.77777778,28.33333333,23.33333333,87,67,47,20.921472,11.265408,0,0
32.77777778,24.44444444,16.11111111,37,27,16,22.530816,11.265408,0,0
32.77777778,28.33333333,23.33333333,87,72,56,22.530816,11.265408,0,0
32.77777778,28.88888889,24.44444444,94,75,56,22.530816,11.265408,0,0
32.77777778,28.88888889,25,88,72,55,25.749504,12.874752,0,0
32.77777778,29.44444444,25.55555556,85,71,56,25.749504,12.874752,0,0
32.77777778,28.33333333,23.88888889,88,69,49,27.358848,12.874752,0,0
32.77777778,25,16.66666667,84,51,17,28.968192,12.874752,0,0
32.77777778,29.44444444,25.55555556,85,69,52,28.968192,12.874752,0,0
32.77777778,28.33333333,23.33333333,87,61,34,22.530816,14.484096,0,0
32.22222222,25.55555556,18.33333333,93,70,47,14.484096,3.218688,0,0
32.22222222,26.11111111,19.44444444,93,70,46,14.484096,3.218688,0,0
32.22222222,21.11111111,9.444444444,93,58,23,16.09344,3.218688,0,0
32.22222222,24.44444444,16.66666667,93,60,26,19.312128,3.218688,0,0
32.22222222,25,17.22222222,63,44,24,12.874752,4.828032,0,0
32.22222222,26.66666667,21.11111111,97,72,46,14.484096,4.828032,0,0
32.22222222,26.11111111,19.44444444,78,56,34,16.09344,4.828032,0,0
32.22222222,26.11111111,20,93,70,46,16.09344,4.828032,0,0
32.22222222,27.22222222,22.22222222,94,71,47,16.09344,4.828032,0,0
32.22222222,26.66666667,20.55555556,97,72,47,19.312128,6.437376,0,0
32.22222222,26.66666667,21.11111111,68,53,38,20.921472,6.437376,0,0
32.22222222,25,17.77777778,79,53,27,19.312128,8.04672,0,0
32.22222222,22.77777778,12.77777778,73,50,26,24.14016,8.04672,0,0
32.22222222,28.33333333,23.88888889,82,67,52,16.09344,9.656064,0,0
32.22222222,27.77777778,23.33333333,87,69,50,20.921472,9.656064,0,0
32.22222222,27.77777778,23.33333333,93,70,46,24.14016,9.656064,0,0
32.22222222,24.44444444,16.66666667,90,73,55,25.749504,11.265408,0,0
32.22222222,28.33333333,24.44444444,85,70,55,20.921472,12.874752,0,0
31.66666667,25,18.33333333,93,61,29,12.874752,1.609344,0,0
31.66666667,25.55555556,19.44444444,93,68,43,12.874752,3.218688,0,0
31.66666667,25.55555556,18.88888889,93,66,38,14.484096,3.218688,0,0
31.66666667,23.33333333,14.44444444,80,54,27,16.09344,4.828032,0,0
31.66666667,26.11111111,20.55555556,90,64,38,19.312128,4.828032,0,0
31.66666667,23.33333333,15,72,51,29,12.874752,6.437376,0,0
31.66666667,25.55555556,19.44444444,97,75,53,16.09344,6.437376,0,0
31.66666667,26.11111111,20,95,75,55,24.14016,6.437376,0,0
31.66666667,27.22222222,22.22222222,100,84,68,16.09344,8.04672,0,0
31.66666667,25.55555556,19.44444444,68,45,22,19.312128,8.04672,0,0
31.66666667,25.55555556,19.44444444,90,69,47,20.921472,8.04672,0,0
31.66666667,23.88888889,15.55555556,72,52,32,22.530816,8.04672,0,0
31.66666667,26.66666667,21.11111111,93,74,55,24.14016,8.04672,0,0
31.66666667,27.22222222,22.22222222,93,73,53,20.921472,9.656064,0,0
31.66666667,26.66666667,21.66666667,84,66,48,22.530816,11.265408,0,0
31.66666667,26.66666667,21.11111111,84,61,38,25.749504,12.874752,0,0
31.66666667,25.55555556,19.44444444,84,63,42,22.530816,14.484096,0,0
31.11111111,21.66666667,11.66666667,83,57,30,14.484096,1.609344,0,0
31.11111111,26.66666667,22.22222222,79,62,45,12.874752,3.218688,0,0
31.11111111,23.88888889,16.66666667,84,62,39,12.874752,3.218688,0,0
31.11111111,25.55555556,20,90,68,45,12.874752,3.218688,0,0
31.11111111,24.44444444,17.77777778,93,70,46,12.874752,3.218688,0,0
31.11111111,25.55555556,20,93,70,46,12.874752,3.218688,0,0
31.11111111,26.11111111,20.55555556,97,76,55,12.874752,3.218688,0,0
31.11111111,22.22222222,13.33333333,72,46,20,14.484096,3.218688,0,0
31.11111111,24.44444444,17.77777778,93,68,43,14.484096,4.828032,0,0
31.11111111,25,18.88888889,100,72,43,19.312128,4.828032,0,0
31.11111111,23.88888889,16.66666667,67,46,25,14.484096,6.437376,0,0
31.11111111,25.55555556,20,90,68,45,19.312128,6.437376,0,0
31.11111111,26.66666667,21.66666667,93,69,45,22.530816,6.437376,0,0
31.11111111,25.55555556,19.44444444,87,63,38,25.749504,8.04672,0,0
31.11111111,24.44444444,17.22222222,68,51,34,19.312128,9.656064,0,0
31.11111111,26.11111111,21.11111111,90,73,55,19.312128,9.656064,0,0
31.11111111,25.55555556,20,97,66,34,22.530816,9.656064,0,0
31.11111111,23.88888889,16.11111111,78,56,34,24.14016,9.656064,0,0
31.11111111,26.11111111,21.11111111,84,65,46,28.968192,14.484096,0,0
30.55555556,22.77777778,15,67,45,23,12.874752,3.218688,0,0
30.55555556,24.44444444,18.33333333,100,67,34,16.09344,3.218688,0,0
30.55555556,24.44444444,17.77777778,93,69,44,16.09344,3.218688,0,0
30.55555556,22.22222222,13.33333333,57,40,22,12.874752,4.828032,0,0
30.55555556,20.55555556,10.55555556,71,48,24,16.09344,4.828032,0,0
30.55555556,23.88888889,16.66666667,90,66,42,16.09344,4.828032,0,0
30.55555556,23.88888889,17.22222222,87,61,35,19.312128,4.828032,0,0
30.55555556,23.33333333,16.11111111,97,69,40,20.921472,4.828032,0,0
30.55555556,26.11111111,21.66666667,79,69,58,12.874752,6.437376,0,0
30.55555556,22.77777778,14.44444444,86,61,35,20.921472,6.437376,0,0
30.55555556,22.22222222,13.33333333,86,54,21,19.312128,8.04672,0,0
30.55555556,21.66666667,12.22222222,89,57,25,20.921472,8.04672,0,0
30.55555556,26.66666667,22.22222222,93,82,70,22.530816,8.04672,0,0
30.55555556,20.55555556,10.55555556,77,49,21,28.968192,8.04672,0,0
30.55555556,23.88888889,16.66666667,93,69,44,22.530816,9.656064,0,0
30.55555556,33.33333333,22.77777778,95,77,59,24.14016,9.656064,0,0
30.55555556,26.11111111,21.11111111,90,73,55,24.14016,11.265408,0,0
30.55555556,26.11111111,21.11111111,90,70,50,24.14016,11.265408,0,0
30.55555556,23.88888889,17.22222222,93,71,48,24.14016,11.265408,0,0
30.55555556,25,19.44444444,87,69,50,25.749504,11.265408,0,0
30.55555556,22.77777778,15,90,68,46,27.358848,11.265408,0,0
30.55555556,27.22222222,23.33333333,87,76,65,20.921472,12.874752,0,0
30.55555556,25.55555556,20,90,71,51,25.749504,12.874752,0,0
30.55555556,24.44444444,18.33333333,87,66,45,27.358848,14.484096,0,0
30.55555556,25,19.44444444,97,79,61,28.968192,14.484096,0,0
30.55555556,22.22222222,13.88888889,90,59,27,27.358848,16.09344,0,0
30.55555556,27.77777778,24.44444444,87,71,55,27.358848,16.09344,0,0
30,22.77777778,15,87,60,32,12.874752,3.218688,0,0
30,25.55555556,21.11111111,90,76,61,12.874752,3.218688,0,0
30,24.44444444,18.88888889,90,67,44,14.484096,3.218688,0,0
30,25,19.44444444,90,67,44,14.484096,3.218688,0,0
30,23.33333333,16.11111111,90,67,44,19.312128,3.218688,0,0
30,23.88888889,17.77777778,93,68,42,19.312128,3.218688,0,0
30,21.66666667,13.33333333,100,59,17,20.921472,3.218688,0,0
30,21.66666667,12.77777778,86,58,30,14.484096,4.828032,0,0
30,21.66666667,13.33333333,86,60,34,16.09344,4.828032,0,0
30,25,19.44444444,100,72,44,16.09344,4.828032,0,0
30,25,19.44444444,93,71,48,16.09344,6.437376,0,0
30,21.11111111,12.22222222,67,46,25,19.312128,6.437376,0,0
30,23.33333333,16.11111111,90,62,34,19.312128,6.437376,0,0
30,21.66666667,12.77777778,67,44,20,20.921472,6.437376,0,0
30,22.22222222,13.88888889,72,50,27,20.921472,6.437376,0,0
30,23.33333333,16.66666667,84,57,29,24.14016,6.437376,0,0
30,23.33333333,16.11111111,90,69,48,14.484096,8.04672,0,0
30,22.22222222,14.44444444,93,55,17,19.312128,8.04672,0,0
30,24.44444444,18.88888889,97,59,20,19.312128,8.04672,0,0
30,23.88888889,17.22222222,87,61,34,19.312128,8.04672,0,0
30,25.55555556,21.11111111,90,73,55,20.921472,8.04672,0,0
30,23.33333333,16.66666667,90,58,26,19.312128,9.656064,0,0
30,24.44444444,18.88888889,93,71,48,19.312128,9.656064,0,0
30,27.77777778,25,88,81,74,20.921472,9.656064,0,0
30,23.33333333,16.66666667,93,67,40,22.530816,9.656064,0,0
30,19.44444444,8.333333333,86,51,15,28.968192,9.656064,0,0
30,21.66666667,12.77777778,80,56,32,28.968192,9.656064,0,0
30,23.33333333,16.11111111,60,40,20,24.14016,11.265408,0,0
30,21.11111111,11.66666667,84,58,31,24.14016,11.265408,0,0
30,25.55555556,21.11111111,97,79,61,24.14016,11.265408,0,0
30,24.44444444,18.88888889,90,67,43,27.358848,11.265408,0,0
30,24.44444444,18.88888889,93,71,48,27.358848,12.874752,0,0
30,23.88888889,17.22222222,93,67,40,28.968192,12.874752,0,0
30,22.77777778,15.55555556,84,58,32,27.358848,14.484096,0,0
30,26.11111111,22.22222222,93,77,61,27.358848,14.484096,0,0
30,25.55555556,21.11111111,90,74,57,32.18688,14.484096,0,0
30,24.44444444,18.88888889,87,65,43,28.968192,16.09344,0,0
30,25.55555556,21.11111111,90,67,44,35.405568,16.09344,0,0
29.44444444,22.77777778,15.55555556,84,64,44,11.265408,3.218688,0,0
29.44444444,22.22222222,14.44444444,93,65,37,12.874752,3.218688,0,0
29.44444444,24.44444444,19.44444444,57,45,32,14.484096,3.218688,0,0
29.44444444,24.44444444,19.44444444,74,57,40,12.874752,4.828032,0,0
29.44444444,19.44444444,8.888888889,86,55,23,14.484096,4.828032,0,0
29.44444444,24.44444444,18.88888889,87,71,54,16.09344,4.828032,0,0
29.44444444,25,20,100,85,69,16.09344,6.437376,0,0
29.44444444,21.66666667,13.33333333,97,59,20,24.14016,6.437376,0,0
29.44444444,23.88888889,18.33333333,93,69,44,19.312128,9.656064,0,0
29.44444444,22.77777778,15.55555556,90,65,40,27.358848,9.656064,0,0
29.44444444,25,20.55555556,93,62,31,20.921472,11.265408,0,0
29.44444444,23.88888889,17.77777778,87,63,39,20.921472,11.265408,0,0
29.44444444,23.88888889,18.33333333,100,76,51,22.530816,11.265408,0,0
29.44444444,23.33333333,17.22222222,93,70,47,20.921472,12.874752,0,0
29.44444444,22.77777778,16.11111111,90,65,40,25.749504,12.874752,0,0
29.44444444,23.33333333,16.66666667,93,67,40,25.749504,12.874752,0,0
29.44444444,22.77777778,15.55555556,90,65,40,25.749504,14.484096,0,0
29.44444444,23.88888889,18.33333333,87,66,44,32.18688,16.09344,0,0
29.44444444,23.88888889,18.33333333,87,56,24,38.624256,16.09344,0,0
28.88888889,20,11.11111111,83,53,23,11.265408,1.609344,0,0
28.88888889,23.88888889,18.33333333,93,74,55,12.874752,3.218688,0,0
28.88888889,22.22222222,15.55555556,90,64,37,14.484096,3.218688,0,0
28.88888889,21.11111111,12.77777778,86,60,33,16.09344,3.218688,0,0
28.88888889,21.66666667,14.44444444,93,61,28,12.874752,4.828032,0,0
28.88888889,18.33333333,7.777777778,93,55,17,16.09344,4.828032,0,0
28.88888889,21.66666667,14.44444444,73,49,24,12.874752,6.437376,0,0
28.88888889,21.66666667,13.88888889,51,33,14,14.484096,6.437376,0,0
28.88888889,23.88888889,18.33333333,93,72,51,16.09344,6.437376,0,0
28.88888889,20.55555556,11.66666667,71,48,25,19.312128,6.437376,0,0
28.88888889,22.22222222,15.55555556,93,63,33,19.312128,6.437376,0,0
28.88888889,24.44444444,20,97,74,51,22.530816,6.437376,0,0
28.88888889,23.88888889,18.33333333,93,69,45,19.312128,8.04672,0,0
28.88888889,18.88888889,8.888888889,86,54,22,20.921472,8.04672,0,0
28.88888889,18.33333333,7.222222222,77,51,24,20.921472,9.656064,0,0
28.88888889,25,20.55555556,90,73,55,22.530816,9.656064,0,0
28.88888889,21.66666667,14.44444444,93,67,40,24.14016,9.656064,0,0
28.88888889,19.44444444,10,87,62,37,22.530816,11.265408,0,0
28.88888889,24.44444444,19.44444444,87,71,54,22.530816,11.265408,0,0
28.88888889,22.22222222,15.55555556,60,36,11,27.358848,11.265408,0,0
28.88888889,24.44444444,20,90,76,62,24.14016,12.874752,0,0
28.88888889,23.33333333,17.77777778,87,66,45,25.749504,12.874752,0,0
28.88888889,23.88888889,18.88888889,93,71,49,25.749504,12.874752,0,0
28.88888889,22.77777778,16.66666667,93,72,51,25.749504,12.874752,0,0
28.88888889,21.66666667,13.88888889,93,67,40,27.358848,12.874752,0,0
28.33333333,22.22222222,15.55555556,73,54,34,12.874752,3.218688,0,0
28.33333333,22.77777778,16.66666667,93,70,47,19.312128,3.218688,0,0
28.33333333,22.77777778,16.66666667,93,74,55,12.874752,4.828032,0,0
28.33333333,21.11111111,13.33333333,51,33,14,14.484096,4.828032,0,0
28.33333333,20,11.11111111,77,49,20,14.484096,4.828032,0,0
28.33333333,20.55555556,12.77777778,87,61,34,14.484096,4.828032,0,0
28.33333333,19.44444444,10,89,60,31,16.09344,4.828032,0,0
28.33333333,21.66666667,14.44444444,93,61,28,16.09344,4.828032,0,0
28.33333333,22.77777778,16.66666667,93,72,51,19.312128,4.828032,0,0
28.33333333,22.77777778,16.66666667,90,74,58,20.921472,4.828032,0,0
28.33333333,25,21.11111111,87,81,74,14.484096,6.437376,0,0
28.33333333,20,11.66666667,66,48,30,19.312128,6.437376,0,0
28.33333333,21.66666667,14.44444444,80,58,36,20.921472,6.437376,0,0
28.33333333,20.55555556,12.22222222,93,69,45,22.530816,6.437376,0,0
28.33333333,22.77777778,17.22222222,100,79,58,19.312128,8.04672,0,0
28.33333333,20,11.11111111,52,36,20,20.921472,8.04672,0,0
28.33333333,21.11111111,13.33333333,93,66,39,22.530816,8.04672,0,0
28.33333333,19.44444444,10.55555556,71,47,23,22.530816,9.656064,0,0
28.33333333,24.44444444,20,87,67,47,22.530816,11.265408,0,0
28.33333333,21.66666667,15,97,72,47,22.530816,11.265408,0,0
28.33333333,25,21.66666667,90,76,62,22.530816,11.265408,0,0
28.33333333,22.77777778,16.66666667,87,53,18,27.358848,11.265408,0,0
28.33333333,23.33333333,18.33333333,93,60,26,27.358848,11.265408,0,0
28.33333333,23.33333333,18.33333333,87,69,51,24.14016,12.874752,0,0
28.33333333,21.11111111,13.88888889,81,48,15,25.749504,12.874752,0,0
28.33333333,18.33333333,8.333333333,73,49,24,28.968192,12.874752,0,0
27.77777778,22.77777778,17.22222222,100,73,45,12.874752,3.218688,0,0
27.77777778,23.33333333,18.33333333,93,74,54,12.874752,3.218688,0,0
27.77777778,22.22222222,16.11111111,90,73,55,16.09344,6.437376,0,0
